abbrev:keyword,name:text,                                   scalerank:integer,type:keyword,     location:geo_point,                         country:keyword,                city:keyword,                   city_location:geo_point
BLZ,           Chileka Int'l,                               6,                mid,              POINT(34.9719441837933 -15.6813844793272),  Malawi,                         Blantyre,                       POINT(35.0058 -15.7861)
BME,           Broome Int'l,                                6,                mid,              POINT(122.233850515022 -17.952576129268),   Australia,                      Broome,                         POINT(122.2361 -17.9619)
BND,           Bandar Abbass Int'l,                         6,                mid,              POINT(56.368886456411 27.2103258455145),    Iran,                           Bandar ‘Abbās,                  POINT(56.2667 27.1833)
BSR,           Basrah Int'l,                                6,                major,            POINT(47.6683766633518 30.552799016106),    Iraq,                           Al Başrah,                      POINT(47.81 30.515)
CJS,           Ciudad Juarez Int'l,                         6,                mid,              POINT(-106.435846631055 31.6357566201951),  Mexico,                         Juárez,                         POINT(-106.487 31.7386)
CMB,           Katunayake Int'l,                            6,                major,            POINT(79.8852573421506 7.17807710544221),   Sri Lanka,                      Negombo,                        POINT(79.8386 7.2111)
CNS,           Cairns Int'l,                                6,                mid,              POINT(145.7535848444 -16.8767421554062),    Australia,                      Cairns,                         POINT(145.78 -16.92)
CNX,           Chiang Mai Int'l,                            6,                major,            POINT(98.9681181241593 18.7688473919675),   Thailand,                       Chiang Mai,                     POINT(98.9986 18.7953)
COS,           City of Colorado Springs,                    6,                major,            POINT(-104.700880274111 38.7974248779125),  United States,                  Colorado Springs,               POINT(-104.7605 38.8674)
CPE,           Ign. Alberto Ongay Int'l,                    6,                mid,              POINT(-90.5036283734038 19.8142247992074),  Mexico,                         Campeche,                       POINT(-90.5306 19.85)
CSX,           Changsha Huanghua Int'l,                     6,                major,            POINT(113.214054203252 28.1899218619451),   China,                          Zhuzhou,                        POINT(113.1469 27.8407)
CVG,           Greater Cincinnati Int'l,                    6,                major,            POINT(-84.6561699153392 39.055418904783),   United States,                  Cincinnati,                     POINT(-84.506 39.1413)
DAD,           Da Nang,                                     6,                major,            POINT(108.202706257936 16.053144145167),    Vietnam,                        Quảng Hà,                       POINT(108.2667 15.9333)
DAL,           Dallas Love Field,                           6,                major,            POINT(-96.84986377098 32.8444253732738),    United States,                  Irving,                         POINT(-96.9702 32.8583)
DAM,           Damascus Int'l,                              6,                major,            POINT(36.5128954718126 33.4114366702732),   Syria,                          Qabr as Sitt,                   POINT(36.3361 33.4472)
DAV,           Enrique Malek Int'l,                         6,                mid,              POINT(-82.4317583369387 8.39126106116917),  Panama,                         David,                          POINT(-82.4333 8.4333)
DIR,           Aba Tenna D. Yilma Int'l,                    6,                mid,              POINT(41.857756722253 9.61267784753569),    Ethiopia,                       Dire Dawa,                      POINT(41.8667 9.6)
DPS,           Bali Int'l,                                  6,                major,            POINT(115.162322961107 -8.74475731595652),  Indonesia,                      Denpasar,                       POINT(115.2167 -8.65)
DSM,           Des Moines Int'l,                            6,                major,            POINT(-93.6484612563736 41.5327904242113),  United States,                  West Des Moines,                POINT(-93.7806 41.5521)
EBB,           Entebbe Int'l,                               6,                mid,              POINT(32.4427573135214 0.044940949388672),  Uganda,                         Kampala,                        POINT(32.5811 0.3136)
FKI,           Kisangani Bangoka Int'l,                     6,                mid,              POINT(25.3302714896212 0.492225136917501),  Congo (Kinshasa),               Kisangani,                      POINT(25.1911 0.5153)
FOC,           Fuzhou Changle Int'l,                        6,                mid,              POINT(119.668043820999 25.9318233148143),   China,                          Fuzhou,                         POINT(119.2917 26.0769)
GAU,           Lokpriya G. Bordoloi Int'l,                  6,                mid,              POINT(91.588229058187 26.1052475924255),    India,                          Guwāhāti,                       POINT(91.7458 26.1722)
GDN,           Gdansk Lech Walesa,                          6,                major,            POINT(18.4684422165911 54.3807025352925),   Poland,                         Gdańsk,                         POINT(18.6453 54.3475)
GND,           Point Salines Int'l,                         6,                mid,              POINT(-61.7858529909285 12.0072683054283),  Grenada,                        Saint David’s,                  POINT(-61.6806 12.0444)
GOJ,           Nizhny Novgorod Int'l,                       6,                mid,              POINT(43.7896337062935 56.2185525910656),   Russia,                         Nizhniy Novgorod,               POINT(44.0075 56.3269)
GYM,           Gen. José M. Yáñez Int'l,                    6,                mid,              POINT(-110.921651270402 27.9694553962829),  Mexico,                         Heroica Guaymas,                POINT(-110.8989 27.9183)
HET,           Hohhot Baita Int'l,                          6,                mid,              POINT(111.814681821626 40.8540600906552),   China,                          Hohhot,                         POINT(111.6629 40.8151)
HLN,           Helena Reg.,                                 6,                mid,              POINT(-111.989896896008 46.6102043529),     United States,                  Helena Valley Southeast,        POINT(-111.8973 46.6219)
HMO,           Gen. Ignacio P. Garcia Int'l,                6,                mid,              POINT(-111.051901711819 29.0900772523445),  Mexico,                         Hermosillo,                     POINT(-110.9542 29.0989)
IAD,           Dulles Int'l,                                6,                major,            POINT(-77.4477925769206 38.952774037953),   United States,                  Centreville,                    POINT(-77.4389 38.839)
ITO,           Hilo Int'l,                                  6,                mid,              POINT(-155.039629733435 19.7147976868663),  United States,                  Hilo,                           POINT(-155.0863 19.6883)
JAN,           Jackson Int'l,                               6,                major,            POINT(-90.0750986276924 32.3100600273635),  United States,                  Pearl,                          POINT(-90.0918 32.273)
JAX,           Jacksonville Int'l,                          6,                major,            POINT(-81.6835767278311 30.491352730948),   United States,                  Fruit Cove,                     POINT(-81.6175 30.0972)
KCH,           Kuching Int'l,                               6,                mid,              POINT(110.341837054315 1.4872079377901),    Malaysia,                       Kuching,                        POINT(110.3439 1.5575)
KGL,           Kigali Int'l,                                6,                mid,              POINT(30.1348768187856 -1.96365443664138),  Rwanda,                         Kigali,                         POINT(30.0606 -1.9536)
KRK,           Kraków-Balice,                               6,                major,            POINT(19.8009772844504 50.0722630648331),   Poland,                         Kraków,                         POINT(19.9372 50.0614)
KUF,           Kurumoch,                                    6,                major,            POINT(50.1472655210191 53.5083848190935),   Russia,                         Samara,                         POINT(50.1408 53.2028)
KWL,           Guilin Liangjiang Int'l,                     6,                major,            POINT(110.04689349777 25.2176055252293),    China,                          Guilin,                         POINT(110.2864 25.2819)
LAO,           Laoag Int'l,                                 6,                mid,              POINT(120.533876196127 18.1824180866379),   Philippines,                    Laoag,                          POINT(120.5936 18.1978)
LGA,           LaGuardia,                                   6,                major,            POINT(-73.8719858204814 40.7745539398858),  United States,                  New York,                       POINT(-73.9249 40.6943)
LGW,           London Gatwick,                              6,                major,            POINT(-0.162961639139456 51.1557567519275), United Kingdom,                 Crawley,                        POINT(-0.1872 51.1092)
LJU,           Ljubljana,                                   6,                major,            POINT(14.4548126283266 46.2305445554486),   Slovenia,                       Ljubljana,                      POINT(14.5061 46.0514)
LKO,           Amausi Int'l,                                6,                mid,              POINT(80.8841719732472 26.7639328700916),   India,                          Lucknow,                        POINT(80.95 26.85)
LPG,           La Plata,                                    6,                mid,              POINT(-57.895382063651 -34.9655441559234),  Argentina,                      Berisso,                        POINT(-57.8858 -34.8728)
MAM,           Gen. Sevando Canales,                        6,                mid,              POINT(-97.5308217121187 25.7708412640619),  Mexico,                         Heroica Matamoros,              POINT(-97.5042 25.8797)
MAN,           Manchester Int'l,                            6,                major,            POINT(-2.27337159069427 53.3624896066518),  United Kingdom,                 Wythenshawe,                    POINT(-2.264 53.392)
MCI,           Kansas City Int'l,                           6,                major,            POINT(-94.7159148579154 39.2978958263659),  United States,                  Kansas City,                    POINT(-94.7443 39.1235)
MCT,           Seeb Int'l,                                  6,                major,            POINT(58.2904804753493 23.5885704175856),   Oman,                           Muscat,                         POINT(58.5922 23.6139)
MIR,           Habib Bourguiba Int'l,                       6,                mid,              POINT(10.753368185054 35.760710442178),     Tunisia,                        Sousse,                         POINT(10.6333 35.8333)
MRS,           Marseille Provence Airport,                  6,                major,            POINT(5.22137917720337 43.4410600016468),   France,                         Marseille,                      POINT(5.37 43.2964)
NLD,           Quetzalcoatl Int'l,                          6,                mid,              POINT(-99.5680081930063 27.4496896508316),  Mexico,                         Nuevo Laredo,                   POINT(-99.5069 27.4861)
NNG,           Nanning Wuwu Int'l,                          6,                major,            POINT(108.168012273331 22.6120370541785),   China,                          Nanning,                        POINT(108.315 22.8192)
OAX,           Xoxocotlán Int'l,                            6,                mid,              POINT(-96.7217959384975 17.0005592569745),  Mexico,                         Oaxaca,                         POINT(-96.7253 17.0606)
OGG,           Kahului,                                     6,                mid,              POINT(-156.437429581353 20.8932885151112),  United States,                  Kahului,                        POINT(-156.4603 20.8715)
OKC,           Will Rogers,                                 6,                major,            POINT(-97.5961177542092 35.3952774911744),  United States,                  Oklahoma City,                  POINT(-97.5136 35.4676)
ORF,           Norfolk Int'l,                               6,                major,            POINT(-76.2044231712327 36.8982394673674),  United States,                  Virginia Beach,                 POINT(-76.0435 36.7335)
PBI,           Palm Beach Int'l,                            6,                major,            POINT(-80.0901893383387 26.688441666433),   United States,                  West Palm Beach,                POINT(-80.132 26.7469)
PBM,           Pengel Int'l,                                6,                mid,              POINT(-55.1999113892902 5.45599967797439),  Suriname,                       Paramaribo,                     POINT(-55.2039 5.8522)
PEE,           Bolshesavino,                                6,                mid,              POINT(56.0195602820297 57.9197711231691),   Russia,                         Perm,                           POINT(56.2489 58.0139)
PEN,           Penang Int'l,                                6,                mid,              POINT(100.265786380955 5.29265627790489),   Malaysia,                       George Town,                    POINT(100.3292 5.4144)
PHC,           Port Harcourt Int'l,                         6,                mid,              POINT(6.94989742723191 5.00700347673943),   Nigeria,                        Port Harcourt,                  POINT(7.0336 4.8242)
PHE,           Port Hedland Int'l,                          6,                mid,              POINT(118.631797815615 -20.3781272960723),  Australia,                      Port Hedland,                   POINT(118.6011 -20.31)
PIR,           Pierre Regional,                             6,                mid,              POINT(-100.292641981705 44.3801534668762),  United States,                  Pierre,                         POINT(-100.3205 44.3748)
PIT,           Greater Pittsburgh Int'l,                    6,                major,            POINT(-80.2561290571918 40.4960518915285),  United States,                  Pittsburgh,                     POINT(-79.9763 40.4397)
PPG,           Pago Pago Int'l,                             6,                mid,              POINT(-170.713307053734 -14.3290641850306), American Samoa,                 Pago Pago,                      POINT(-170.7046 -14.274)
BHX,           Birmingham Int'l,                            6,                major,            POINT(-1.73373170434452 52.4529085542838),  United Kingdom,                 Solihull,                       POINT(-1.778 52.413)
ROB,           Roberts Int'l,                               6,                mid,              POINT(-10.3530851867934 6.24183456554525),  Liberia,                        Harbel,                         POINT(-10.35 6.2833)
RPR,           Raipur,                                      6,                mid,              POINT(81.7403775915201 21.1859868561447),   India,                          Bhilai,                         POINT(81.38 21.21)
SAL,           El Salvador Int'l,                           6,                mid,              POINT(-89.0572035692743 13.4447481228616),  El Salvador,                    Santa Tecla,                    POINT(-89.2406 13.6731)
SAN,           San Diego Int'l,                             6,                major,            POINT(-117.197511025731 32.7322645570132),  Mexico,                         Tijuana,                        POINT(-117.0333 32.525)
SAT,           San Antonio Int'l,                           6,                major,            POINT(-98.4719699991559 29.5266203391315),  United States,                  New Braunfels,                  POINT(-98.1148 29.6994)
SAV,           Savannah Int'l,                              6,                major,            POINT(-81.2099647750913 32.1356415522902),  United States,                  Savannah,                       POINT(-81.1821 32.0286)
SCU,           Antonio Maceo,                               6,                mid,              POINT(-75.8398877639791 19.9724288717622),  Cuba,                           Santiago de Cuba,               POINT(-75.8294 20.0217)
SLP,           Ponciano Arriaga Int'l,                      6,                mid,              POINT(-100.936477816267 22.2557130495903),  Mexico,                         San Luis Potosí,                POINT(-100.9761 22.1511)
SMF,           Sacramento Int'l,                            6,                major,            POINT(-121.587894877723 38.6927238925554),  United States,                  Elk Grove,                      POINT(-121.3842 38.4161)
STI,           Cibao Int'l,                                 6,                mid,              POINT(-70.6941783224468 19.4659219152888),  Dominican Republic,             Gurabo al Medio,                POINT(-70.6727 19.4739)
SVX,           Koltsovo,                                    6,                major,            POINT(60.8058033432174 56.732245612046),    Russia,                         Yekaterinburg,                  POINT(60.6128 56.8356)
SYR,           Syracuse Hancock Int'l,                      6,                major,            POINT(-76.1130789991049 43.1317844943741),  United States,                  Cicero,                         POINT(-76.0662 43.1662)
TBZ,           Tabriz,                                      6,                mid,              POINT(46.244713373574 38.1311107688175),    Iran,                           Tabrīz,                         POINT(46.3006 38.0814)
TRC,           Torreon Int'l,                               6,                mid,              POINT(-103.398787828579 25.5632164399896),  Mexico,                         Torreón,                        POINT(-103.4486 25.5394)
TUL,           Tulsa Int'l,                                 6,                major,            POINT(-95.889882271542 36.190127565195),    United States,                  Tulsa,                          POINT(-95.9042 36.1283)
TYS,           Mcghee Tyson,                                6,                major,            POINT(-83.9899378327585 35.8057448027088),  United States,                  Knoxville,                      POINT(-83.9496 35.9692)
UFA,           Ufa Int'l,                                   6,                major,            POINT(55.8840773411837 54.5651323578972),   Russia,                         Ufa,                            POINT(55.9475 54.7261)
UVF,           Hewanorra Int'l,                             6,                mid,              POINT(-60.9499737723461 13.7365238050489),  Saint Lucia,                    Vieux Fort,                     POINT(-60.954 13.728)
WDH,           Windhoek Hosea Kutako Int'l,                 6,                mid,              POINT(17.4632259028133 -22.4869531202041),  Namibia,                        Windhoek,                       POINT(17.0836 -22.57)
YAM,           Sault Ste Marie,                             6,                mid,              POINT(-84.5006089999717 46.4854175101926),  United States,                  Sault Ste. Marie,               POINT(-84.3723 46.4817)
YDQ,           Dawson Cr.,                                  6,                mid,              POINT(-120.185595619101 55.7394117074557),  Canada,                         Dawson Creek,                   POINT(-120.2356 55.7606)
YEG,           Edmonton Int'l,                              6,                major,            POINT(-113.584492564406 53.3072001619183),  Canada,                         Leduc,                          POINT(-113.5492 53.2594)
YHZ,           Halifax Int'l,                               6,                major,            POINT(-63.5149652501673 44.886545450101),   Canada,                         Moncton,                        POINT(-64.7714 46.1328)
YKA,           Kamloops,                                    6,                mid,              POINT(-120.441734763962 50.7051955184591),  Canada,                         Kamloops,                       POINT(-120.3408 50.6761)
YSB,           Sudbury,                                     6,                mid,              POINT(-80.7957747817105 46.6227508204893),  Canada,                         North Bay,                      POINT(-79.45 46.3)
YSJ,           Saint John,                                  6,                mid,              POINT(-65.8905573681168 45.3292305955017),  Canada,                         Saint John,                     POINT(-66.0761 45.2806)
YXS,           Prince George,                               6,                mid,              POINT(-122.674014743986 53.8842485751138),  Canada,                         Prince George,                  POINT(-122.7494 53.9169)
YYJ,           Victoria Int'l,                              6,                major,            POINT(-123.430624539528 48.640529482179),   Canada,                         Saanich,                        POINT(-123.381 48.484)
ZAM,           Zamboanga Int'l,                             6,                mid,              POINT(122.062432321637 6.9197577480583),    Philippines,                    Zamboanga City,                 POINT(122.0761 6.9042)
ZGC,           Lanzhou Zhongchuan,                          6,                mid,              POINT(103.615415363043 36.5078842461237),   China,                          Lanzhou,                        POINT(103.8318 36.0617)
ALB,           Albany Int'l,                                6,                mid,              POINT(-73.8093518843173 42.7456619801729),  United States,                  Colonie,                        POINT(-73.7874 42.7396)
MKE,           General Mitchell Int'l,                      6,                major,            POINT(-87.9021056250744 42.9479198729586),  United States,                  Milwaukee,                      POINT(-87.9675 43.0642)
ZHHH,          Wang-Chia Tun Airbase,                       6,                [military,mid],   POINT(114.24694737615 30.6017141196702),    China,                          Wuhan,                          POINT(114.2881 30.5872)
SYX,           Sanya Phoenix Int'l,                         6,                major,            POINT(109.40823949108 18.3090959908593),    China,                          Sanya,                          POINT(109.5036 18.2533)
LXA,           Lhasa Gonggar,                               6,                mid,              POINT(90.9005610194027 29.2936936123184),   China,                          Lhasa,                          POINT(91.1719 29.6534)
HTN,           Hotan,                                       6,                mid,              POINT(79.8723005212191 37.0400363509765),   China,                          Hotan,                          POINT(80.0167 37.1)
DRS,           Dresden,                                     6,                major,            POINT(13.7649671440047 51.1250912428871),   Germany,                        Dresden,                        POINT(13.74 51.05)
NNA,           Kenitra Air Base,                            6,                [military,major], POINT(-6.597753628116 34.2986673638223),    Morocco,                        Kenitra,                        POINT(-6.5833 34.25)
QNJ,           Annemasse,                                   6,                mid,              POINT(6.26491085364159 46.1957283286261),   France,                         Annemasse,                      POINT(6.2364 46.1958)
NOG,           Nogales Int'l,                               6,                mid,              POINT(-110.972721301675 31.2255371741159),  Mexico,                         Heroica Nogales,                POINT(-110.9458 31.3186)
SXB,           Strasbourg,                                  6,                mid,              POINT(7.62784196688924 48.5446961721759),   France,                         Strasbourg,                     POINT(7.7458 48.5833)
CGN,           Cologne/Bonn,                                6,                major,            POINT(7.12235975524539 50.8782596629471),   Germany,                        Cologne,                        POINT(6.9528 50.9364)
PUS,           Kimhae Int'l,                                6,                major,            POINT(128.948801379039 35.1702840636829),   South Korea,                    Busan,                          POINT(129.075 35.18)
CJU,           Jeju Int'l,                                  6,                major,            POINT(126.491629401972 33.5247173150399),   South Korea,                    Jeju,                           POINT(126.5219 33.5097)
SVG,           Stavanger Sola,                              6,                major,            POINT(5.6298103297218 58.8821564842185),    Norway,                         Sandnes,                        POINT(5.7361 58.8517)
TRD,           Trondheim Vaernes,                           6,                major,            POINT(10.9168095241445 63.472029381717),    Norway,                         Stjørdalshalsen,                POINT(10.9189 63.4712)
CMG,           Corumbá Int'l,                               6,                mid,              POINT(-57.6636078925543 -19.0141662885534), Brazil,                         Corumbá,                        POINT(-57.6528 -19.0089)
FNC,           Madeira,                                     6,                mid,              POINT(-16.7756374531213 32.6933642847489),  Portugal,                       Machico,                        POINT(-16.7667 32.7)
IGU,           Foz do Iguaçu Int'l,                         6,                mid,              POINT(-54.4885922735633 -25.5976832162102), Brazil,                         Foz do Iguaçu,                  POINT(-54.5875 -25.54)
PVH,           Gov. Jorge Teixeira de Oliveira Int'l,       6,                mid,              POINT(-63.8984625004213 -8.71442482859288), Brazil,                         Porto Velho,                    POINT(-63.9039 -8.7619)
BIO,           Bilbao,                                      6,                mid,              POINT(-2.90609011679805 43.3050829811195),  Spain,                          Bilbao,                         POINT(-2.9236 43.2569)
PMI,           Palma de Mallorca,                           6,                major,            POINT(2.72997660200647 39.5657758586254),   Spain,                          Marratxi,                       POINT(2.7527 39.6421)
TFN,           Tenerife N.,                                 6,                major,            POINT(-16.3463175679264 28.4875770267731),  Spain,                          La Laguna,                      POINT(-16.3167 28.4853)
GOT,           Gothenburg,                                  6,                major,            POINT(12.2938269092573 57.6857493534879),   Sweden,                         Gothenburg,                     POINT(11.9675 57.7075)
LLA,           Lulea,                                       6,                major,            POINT(22.1230271243945 65.5490362477616),   Sweden,                         Luleå,                          POINT(22.1539 65.5844)
AUH,           Abu Dhabi Int'l,                             6,                major,            POINT(54.6463293225558 24.4272271529764),   United Arab Emirates,           Abu Dhabi,                      POINT(54.3667 24.4667)
CZL,           Mohamed Boudiaf Int'l,                       6,                mid,              POINT(6.62194665181219 36.2834409441601),   Algeria,                        Constantine,                    POINT(6.6147 36.365)
ASW,           Aswan Int'l,                                 6,                mid,              POINT(32.8244372462973 23.9682765441778),   Egypt,                          Aswān,                          POINT(32.8997 24.0889)
RVN,           Rovaniemi,                                   6,                mid,              POINT(25.8294409760452 66.5595564168509),   Finland,                        Rovaniemi,                      POINT(25.7333 66.5)
GEO,           Cheddi Jagan Int'l,                          6,                mid,              POINT(-58.2541191925889 6.49855290813572),  Guyana,                         Bartica,                        POINT(-58.6167 6.4)
COK,           Cochin Int'l,                                6,                major,            POINT(76.3905198502024 10.1551187628118),   India,                          Kochi,                          POINT(76.28 9.97)
EDL,           Eldoret Int'l,                               6,                mid,              POINT(35.2236930658301 0.40507147546036),   Kenya,                          Eldoret,                        POINT(35.2833 0.5167)
ICN,           Incheon Int'l,                               6,                major,            POINT(126.450875980796 37.4492088624346),   South Korea,                    Incheon,                        POINT(126.6333 37.4833)
CUL,           Federal de Bachigualato Int'l,               6,                mid,              POINT(-107.469863792896 24.7668040390461),  Mexico,                         Culiacán,                       POINT(-107.3939 24.8069)
ISB,           Benazir Bhutto Int'l,                        6,                [major,military], POINT(73.1007936471882 33.6074457507526),   Pakistan,                       Rawalpindi,                     POINT(73.0333 33.6)
BRU,           Brussels,                                    5,                major,            POINT(4.48464032408272 50.8972949641511),   Belgium,                        Brussels,                       POINT(4.3525 50.8467)
ABV,           Abuja Int'l,                                 5,                major,            POINT(7.27025993974356 9.00437659781094),   Nigeria,                        Abuja,                          POINT(7.4833 9.0667)
ACV,           Arcata-Eureka,                               5,                mid,              POINT(-124.107065520139 40.9719245381314),  United States,                  McKinleyville,                  POINT(-124.0857 40.9488)
AUS,           Austin-Bergstrom Int'l,                      5,                major,            POINT(-97.6668367646054 30.2021081920749),  United States,                  Round Rock,                     POINT(-97.6642 30.527)
AYT,           Antalya,                                     5,                major,            POINT(30.8025526439415 36.9153233051868),   Turkey,                         Antalya,                        POINT(30.7075 36.8874)
BFS,           Belfast Int'l,                               5,                major,            POINT(-6.21616943734958 54.6615575470103),  United Kingdom,                 Belfast,                        POINT(-5.93 54.5964)
BGY,           Orio Al Serio,                               5,                major,            POINT(9.6989176939974 45.6654980560695),    Italy,                          Bergamo,                        POINT(9.67 45.695)
BKI,           Kota Kinabalu Int'l,                         5,                mid,              POINT(116.051087873369 5.92289445474807),   Malaysia,                       Kota Kinabalu,                  POINT(116.0725 5.975)
BLR,           Bengaluru Int'l,                             5,                major,            POINT(77.7095579889575 13.2006108069609),   India,                          Bangalore,                      POINT(77.5917 12.9789)
CBR,           Canberra Int'l,                              5,                major,            POINT(149.190760539671 -35.3071855902909),  Australia,                      Canberra,                       POINT(149.1269 -35.2931)
CMH,           Port Columbus Int'l,                         5,                major,            POINT(-82.8840306426634 39.9981181922432),  United States,                  Gahanna,                        POINT(-82.8637 40.0251)
CMN,           Mohamed V Int'l,                             5,                major,            POINT(-7.5814559902572 33.3747274815396),   Morocco,                        Mediouna,                       POINT(-7.51 33.45)
DUS,           Düsseldorf Int'l,                            5,                major,            POINT(6.76494446612174 51.2781820420774),   Germany,                        Düsseldorf,                     POINT(6.7833 51.2333)
ESB,           Esenboğa Int'l,                              5,                major,            POINT(32.9930100772014 40.1151278273234),   Turkey,                         Ankara,                         POINT(32.85 39.93)
HLZ,           Hamilton Int'l,                              5,                mid,              POINT(175.336221432708 -37.8658411484827),  New Zealand,                    Te Awamutu,                     POINT(175.3167 -38.0167)
HYD,           Rajiv Gandhi Int'l,                          5,                major,            POINT(78.42953613452 17.2359831507471),     India,                          Hyderābād,                      POINT(78.4867 17.385)
JFK,           John F Kennedy Int'l,                        5,                major,            POINT(-73.7863268609295 40.6459595584081),  United States,                  New York,                       POINT(-73.9249 40.6943)
KBP,           Boryspil Int'l,                              5,                major,            POINT(30.8951621615528 50.340902338877),    Ukraine,                        Boryspil,                       POINT(30.95 50.35)
KRT,           Khartoum,                                    5,                major,            POINT(32.550153296633 15.5922226530858),    Sudan,                          Khartoum,                       POINT(32.56 15.5006)
MSN,           Dane Cty. Reg. (Truax Field),                5,                major,            POINT(-89.3457847894487 43.1363082385868),  United States,                  Sun Prairie,                    POINT(-89.2362 43.1825)
MSQ,           Minsk Int'l,                                 5,                major,            POINT(28.0341933346378 53.8893792398005),   Belarus,                        Minsk,                          POINT(27.5667 53.9)
PMO,           Palermo,                                     5,                major,            POINT(13.1055309888638 38.1863351084895),   Italy,                          Palermo,                        POINT(13.3613 38.1157)
PVD,           T.F. Green,                                  5,                mid,              POINT(-71.4357841445789 41.7260019847189),  United States,                  Providence,                     POINT(-71.4187 41.823)
RSW,           Southwest Florida Int'l,                     5,                major,            POINT(-81.7551231409306 26.5279288067651),  United States,                  Cape Coral,                     POINT(-81.9957 26.6443)
SHE,           Shenyang Taoxian Int'l,                      5,                major,            POINT(123.487974430338 41.6347891339582),   China,                          Shenyang,                       POINT(123.4281 41.8025)
SHJ,           Sharjah Int'l,                               5,                major,            POINT(55.5205071948853 25.3211964019068),   United Arab Emirates,           Dubai,                          POINT(55.2972 25.2631)
SJC,           San Jose Int'l,                              5,                major,            POINT(-121.929428983532 37.3694905908965),  United States,                  Sunnyvale,                      POINT(-122.0255 37.3836)
SNA,           John Wayne,                                  5,                major,            POINT(-117.861489220393 33.6794857329549),  United States,                  Mission Viejo,                  POINT(-117.6551 33.6096)
STR,           Stuttgart,                                   5,                major,            POINT(9.19395108945536 48.6901051358913),   Germany,                        Stuttgart,                      POINT(9.18 48.7775)
SYQ,           Nacional Tobías Bolaños,                     5,                mid,              POINT(-84.1386091971594 9.95827851919623),  Costa Rica,                     La Uruca,                       POINT(-84.1327 9.9575)
SZX,           Shenzhen Bao'an Int'l,                       5,                major,            POINT(113.815852751085 22.6465077147868),   China,                          Shenzhen,                       POINT(114.054 22.535)
SDF,           Louisville Int'l,                            5,                major,            POINT(-85.7417027597367 38.1860207152699),  United States,                  Jeffersonville,                 POINT(-85.7026 38.3376)
GVA,           Geneva,                                      5,                major,            POINT(6.10794577423603 46.231009510158),    Switzerland,                    Le Grand-Saconnex,              POINT(6.1167 46.2333)
LYS,           Lyon-Saint Exupery,                          5,                mid,              POINT(5.07594431813459 45.7210186834669),   France,                         Lyon,                           POINT(4.84 45.76)
KIX,           Kansai Int'l,                                5,                major,            POINT(135.244459772476 34.4347941629269),   Japan,                          Ōsaka,                          POINT(135.5022 34.6939)
LIS,           Lisbon Portela,                              5,                major,            POINT(-9.13069440931071 38.7707623427514),  Portugal,                       Loures,                         POINT(-9.1667 38.8333)
CNF,           Tancredo Neves Int'l,                        5,                major,            POINT(-43.9635815209949 -19.6327821218747), Brazil,                         Belo Horizonte,                 POINT(-43.9333 -19.9167)
BMA,           Bromma,                                      5,                mid,              POINT(17.9456175406145 59.3555902065112),   Sweden,                         Stockholm,                      POINT(18.0686 59.3294)
SUB,           Juanda Int'l,                                5,                major,            POINT(112.777034594933 -7.383578985276),    Indonesia,                      Surabaya,                       POINT(112.7378 -7.2458)
MDQ,           Astor Piazzolla Int'l,                       5,                mid,              POINT(-57.5816150932392 -37.9332161204482), Argentina,                      Mar del Plata,                  POINT(-57.55 -38.0)
GCM,           Owen Roberts Int'l,                          5,                major,            POINT(-81.3576706162289 19.2959107437122),  ,                               ,
CGO,           Zhengzhou Xinzheng Int'l,                    5,                major,            POINT(113.841831302845 34.5263027198957),   China,                          Zhengzhou,                      POINT(113.6605 34.7492)
DLC,           Dalian Zhoushuizi Int'l,                     5,                major,            POINT(121.538913780101 38.9615702300222),   China,                          Dalian,                         POINT(121.6 38.9)
HER,           Heraklion Int'l,                             5,                major,            POINT(25.1740558243272 35.3369024101045),   Greece,                         Néa Alikarnassós,               POINT(25.1833 35.3167)
TBS,           Tbilisi Int'l,                               5,                major,            POINT(44.9646146141664 41.6694420187261),   Georgia,                        Tbilisi,                        POINT(44.7925 41.7225)
XXC,           Cascais,                                     5,                mid,              POINT(-9.35458240263928 38.7235353208323),  Portugal,                       Sintra,                         POINT(-9.3883 38.7992)
KHH,           Kaohsiung Int'l,                             4,                major,            POINT(120.345156342151 22.5717061054422),   Taiwan,                         Kaohsiung,                      POINT(120.2975 22.615)
SKO,           Sadiq Abubakar III,                          4,                mid,              POINT(5.20022616032651 12.9174824166181),   Nigeria,                        Sokoto,                         POINT(5.2339 13.0622)
UIO,           Mariscal Sucre Int'l,                        4,                mid,              POINT(-78.4899925545701 -0.145552408466882),Ecuador,                        Quito,                          POINT(-78.5125 -0.22)
KHI,           Karachi Civil,                               4,                mid,              POINT(67.1521283592947 24.8985243689595),   Pakistan,                       Karachi,                        POINT(67.01 24.86)
KIV,           Kishinev S.E.,                               4,                mid,              POINT(28.9360487562255 46.9341619900391),   Moldova,                        Chisinau,                       POINT(28.8353 47.0228)
LIM,           Jorge Chávez,                                4,                major,            POINT(-77.1075656931342 -12.0237161502221), Peru,                           Callao,                         POINT(-77.1333 -12.0333)
YQT,           Thunder Bay Int'l,                           4,                mid,              POINT(-89.3121421238136 48.3718811492508),  Canada,                         Thunder Bay,                    POINT(-89.2461 48.3822)
