abbrev:keyword,name:text,                                   scalerank:integer,type:keyword,     location:geo_point
KHI,           Karachi Civil,                               4,                mid,              POINT(67.1521283592947 24.8985243689595)
KIV,           Kishinev S.E.,                               4,                mid,              POINT(28.9360487562255 46.9341619900391)
LIM,           Jorge Chávez,                                4,                major,            POINT(-77.1075656931342 -12.0237161502221)
YQT,           Thunder Bay Int'l,                           4,                mid,              POINT(-89.3121421238136 48.3718811492508)
VNO,           Vilnius,                                     4,                major,            POINT(25.2807164497285 54.6430549307542)
XIY,           Hsien Yang,                                  4,                major,            POINT(108.755811342151 34.4429391054422)
NTR,           Del Norte Int'l,                             4,                mid,              POINT(-100.238394186577 25.859873767729)
TBU,           Fua'amotu Int'l,                             4,                mid,              POINT(-175.135635 -21.24861)
IFN,           Esfahan Int'l,                               4,                mid,              POINT(51.8763916812681 32.7460805344321)
HRE,           Harare Int'l,                                4,                mid,              POINT(31.1014 -17.9228)
KWI,           Kuwait Int'l,                                4,                major,            POINT(47.9714825593316 29.2396800581583)
YOW,           Macdonald-Cartier Int'l,                     4,                major,            POINT(-75.6648933870205 45.3201348196531)
KBL,           Kabul Int'l,                                 4,                mid,              POINT(69.2100736270874 34.5633978864149)
ABJ,           Abidjan Port Bouet,                          4,                mid,              POINT(-3.93221929167636 5.2543984451492)
ACA,           General Juan N Alvarez Int'l,                4,                major,            POINT(-99.7545085619681 16.76196735278)
ACC,           Kotoka Int'l,                                4,                major,            POINT(-0.171402855660817 5.60698152381193)
ADD,           Bole Int'l,                                  4,                mid,              POINT(38.7931904366343 8.98173027581099)
ADE,           Aden Int'l,                                  4,                mid,              POINT(45.030602 12.8278)
ADL,           Adelaide Int'l,                              4,                mid,              POINT(138.532101457699 -34.9405860275154)
ALA,           Almaty Int'l,                                4,                major,            POINT(77.0120458771175 43.3464943144793)
ALG,           Houari Boumediene,                           4,                major,            POINT(3.21207353516506 36.6997206663535)
ALP,           Aleppo Int'l,                                4,                major,            POINT(37.2273414057828 36.1846237314314)
AMD,           Sardar Vallabhbhai Patel Int'l,              4,                mid,              POINT(72.6209000884332 23.0707454635881)
ANF,           Cerro Moreno Int'l,                          4,                mid,              POINT(-70.4409908509407 -23.4489545248317)
ASB,           Ashkhabad Northwest,                         4,                mid,              POINT(58.3639659208246 37.984853438957)
ASM,           Yohannes Iv Int'l,                           4,                mid,              POINT(38.9063540136321 15.2936159696499)
ASU,           Silvio Pettirossi Int'l,                     4,                mid,              POINT(-57.5139078247136 -25.2416592533816)
BDA,           Bermuda Int'l,                               4,                mid,              POINT(-64.7027740686514 32.3591739601581)
BEG,           Surcin,                                      4,                major,            POINT(20.2912845946621 44.8190766654433)
BEY,           Beirut Int'l,                                4,                major,            POINT(35.4930853618161 33.8254400618668)
BHO,           Bairagarh,                                   4,                mid,              POINT(77.3408714713579 23.2855684869809)
BKO,           Bamako Sénou,                                4,                mid,              POINT(-7.94727226970801 12.5393363425867)
BNA,           Nashville Int'l,                             4,                major,            POINT(-86.6692867356375 36.1314876361697)
BNE,           Brisbane Int'l,                              4,                major,            POINT(153.120256418844 -27.3853965939099)
BOI,           Boise Air Terminal,                          4,                major,            POINT(-116.221841070549 43.5689592234704)
BRW,           Wiley Post Will Rogers Mem.,                 4,                mid,              POINT(-156.771835 71.289299)
BUF,           Greater Buffalo Int'l,                       4,                major,            POINT(-78.7319965523308 42.9340337493526)
BUQ,           Bulawayo,                                    4,                mid,              POINT(28.622552042904 -20.0155684094908)
BWN,           Brunei Int'l,                                4,                major,            POINT(114.933119029209 4.94547528227685)
CAN,           Guangzhou Baiyun Int'l,                      4,                major,            POINT(113.297516552171 23.3891511573243)
CCP,           Carriel Sur Int'l,                           4,                mid,              POINT(-73.0621061746214 -36.7763727437881)
CCU,           Netaji Subhash Chandra Bose Int'l,           4,                major,            POINT(88.4400010130197 22.6453893785064)
CGP,           Chittagong,                                  4,                mid,              POINT(91.8147107162383 22.2455658585738)
CHC,           Christchurch Int'l,                          4,                major,            POINT(172.538675565223 -43.4885486784104)
CKY,           Conakry,                                     4,                mid,              POINT(-13.6210656251671 9.57418115850082)
CLE,           Hopkins Int'l,                               4,                major,            POINT(-81.8384406064046 41.4111916124966)
CLO,           Alfonso Bonilla Aragón Int'l,                4,                mid,              POINT(-76.3850714728091 3.54328635123219)
COO,           Cotonou Cadjehon,                            4,                mid,              POINT(2.3838000724352 6.3582465034691)
COR,           Ingeniero Ambrosio L.V. Taravella Int'l,     4,                mid,              POINT(-64.2123157670801 -31.3156811684889)
CTG,           Rafael Nunez,                                4,                mid,              POINT(-75.5123349559682 10.4449381764915)
CUN,           Cancún,                                      4,                major,            POINT(-86.8744172506694 21.04019667144)
CUU,           General R F Villalobos Int'l,                4,                mid,              POINT(-105.969204692629 28.7039984997679)
DAC,           Zia Int'l Dhaka,                             4,                mid,              POINT(90.4049241599237 23.8481243218127)
DRW,           Darwin Int'l,                                4,                [major,military], POINT(130.877501436774 -12.4080559966556)
DUR,           Louis Botha,                                 4,                mid,              POINT(30.9457081940881 -29.965914250828)
FBM,           Lubumbashi Luano Int'l,                      4,                mid,              POINT(27.5292 -11.5908)
FEZ,           Saiss,                                       4,                mid,              POINT(-4.98214637678303 33.9305251844673)
FIH,           Kinshasa N Djili Int'l,                      4,                mid,              POINT(15.4465162074561 -4.38916882197582)
FNA,           Freetown Lungi,                              4,                mid,              POINT(-13.2002296786483 8.61542361726369)
FNJ,           Sunan,                                       4,                mid,              POINT(125.675321571201 39.2001771667656)
FRU,           Vasilyevka,                                  4,                major,            POINT(74.468800339909 43.0554527233303)
GBE,           Sir Seretse Khama Int'l,                     4,                mid,              POINT(25.9243808264147 -24.5580718089441)
GDL,           Don Miguel Hidalgo Int'l,                    4,                major,            POINT(-103.300766222752 20.5246863485173)
GLA,           Glasgow Int'l,                               4,                major,            POINT(-4.43167796995107 55.8641828570355)
GUA,           La Aurora,                                   4,                mid,              POINT(-90.530181111378 14.5881608290051)
GYE,           Simon Bolivar Int'l,                         4,                mid,              POINT(-79.887009643933 -2.15833790699136)
HAN,           Noi Bai,                                     4,                major,            POINT(105.803759436806 21.2145596707245)
HAV,           José Martí Int'l,                            4,                major,            POINT(-82.4074206289499 22.9973533364428)
HBE,           Borg El Arab Int'l,                          4,                mid,              POINT(29.69266601523 30.9183712786239)
JED,           King Abdul Aziz Int'l,                       4,                major,            POINT(39.1504996780448 21.6706857878128)
KAN,           Kano Mallam Aminu Int'l,                     4,                mid,              POINT(8.52213718395767 12.0457071601746)
KHG,           Kashi,                                       4,                mid,              POINT(76.0130148060075 39.5379686306258)
KIN,           Norman Manley Int'l,                         4,                major,            POINT(-76.7786897616576 17.9375751552752)
KTM,           Tribhuvan Int'l,                             4,                mid,              POINT(85.357139531668 27.7002816751609)
LAD,           Luanda 4 de Fevereiro,                       4,                mid,              POINT(13.2347957502699 -8.84831327917379)
LED,           Pulkovo 2,                                   4,                major,            POINT(30.3070976454648 59.8054061601897)
LHE,           Allama Iqbal Int'l,                          4,                mid,              POINT(74.4108810181748 31.5206296518206)
LLW,           Kamuzu Int'l,                                4,                mid,              POINT(33.7827885019788 -13.788622823746)
LOS,           Lagos Murtala Muhammed,                      4,                major,            POINT(3.32112435281334 6.57825944540467)
LPB,           El Alto Int'l,                               4,                mid,              POINT(-68.1780055277945 -16.5098792213977)
LUN,           Lusaka Int'l,                                4,                mid,              POINT(28.4455443211019 -15.3268522509447)
LXR,           Luxor,                                       4,                mid,              POINT(32.7032970848623 25.6730347786023)
MAA,           Chennai Int'l,                               4,                major,            POINT(80.1637759731545 12.9825301669154)
MAR,           La Chinita Int'l,                            4,                mid,              POINT(-71.7237688094687 10.5557594684972)
MDE,           José María Córdova,                          4,                mid,              POINT(-75.4269557399772 6.171001614358)
MEM,           Memphis Int'l,                               4,                major,            POINT(-89.9816280353237 35.0444101240089)
MGA,           Augusto Cesar Sandino Int'l,                 4,                mid,              POINT(-86.1712846229543 12.144635873435)
MHD,           Mashhad,                                     4,                major,            POINT(59.6421943574029 36.2275503134984)
MIA,           Miami Int'l,                                 4,                major,            POINT(-80.2789718277441 25.7949407212406)
MID,           Lic M Crecencio Rejon Int'l,                 4,                mid,              POINT(-89.6630235736434 20.9338603864296)
MLA,           Luqa,                                        4,                major,            POINT(14.4952644555055 35.8489307943501)
MBA,           Moi Int'l,                                   4,                major,            POINT(39.6026631870383 -4.03265262579657)
MSU,           Moshoeshoe I Int'l,                          4,                mid,              POINT(27.5592160333614 -29.4555740046101)
MSY,           New Orleans Int'l,                           4,                major,            POINT(-90.2566939480594 29.9851141460622)
MUX,           Multan,                                      4,                [major,military], POINT(71.418995432932 30.1950780904965)
MVD,           Carrasco Int'l,                              4,                major,            POINT(-56.026636146282 -34.8410485988569)
MZT,           General Rafael Buelna Int'l,                 4,                mid,              POINT(-106.270016617885 23.1665960971344)
NAS,           Nassau Int'l,                                4,                major,            POINT(-77.4648472290944 25.0486910600866)
NDJ,           Ndjamena,                                    4,                mid,              POINT(15.0330446385559 12.1295400184115)
NIM,           Niamey,                                      4,                mid,              POINT(2.17730671184125 13.4767572807942)
CEB,           Mactan-Cebu Int'l,                           4,                major,            POINT(123.979134508664 10.3158756727292)
NOV,           Nova Lisboa,                                 4,                mid,              POINT(15.7497618459595 -12.8025414575915)
OMA,           Eppley Airfield,                             4,                mid,              POINT(-95.8994157953121 41.2997111453012)
OME,           Nome,                                        4,                mid,              POINT(-165.441641712281 64.5072207026631)
OUA,           Ouagadougou,                                 4,                mid,              POINT(-1.51380536165114 12.3535800260473)
PAP,           Mais Gate Int'l,                             4,                mid,              POINT(-72.2944780260473 18.5756829054286)
PBC,           Puebla,                                      4,                mid,              POINT(-98.375759790423 19.163793546584)
PDX,           Portland Int'l,                              4,                major,            POINT(-122.592738881254 45.5889569315305)
PER,           Perth Int'l,                                 4,                major,            POINT(115.974224942233 -31.9411297945783)
PLZ,           H F Verwoerd,                                4,                mid,              POINT(25.6117777567602 -33.9840877431374)
PMC,           El Tepual Int'l,                             4,                mid,              POINT(-73.0983841336424 -41.4333820702269)
PNH,           Pochentong,                                  4,                major,            POINT(104.845027612457 11.5526449176513)
PNQ,           Pune,                                        4,                [major,military], POINT(73.9089838110016 18.5791766115328)
POM,           Port Moresby Int'l,                          4,                major,            POINT(147.211250855977 -9.43865269316142)
PTY,           Tocumen Int'l,                               4,                major,            POINT(-79.3871348215438 9.06687242265839)
PUQ,           Carlos Ibáñez de Campo Int'l,                4,                mid,              POINT(-70.8431237851324 -53.0050698255177)
RDU,           Durham Int'l,                                4,                major,            POINT(-78.7913814006751 35.8752323452255)
RGN,           Mingaladon,                                  4,                major,            POINT(96.1341946114947 16.9011542818251)
RIX,           Riga,                                        4,                major,            POINT(23.9793791116995 56.9220038786097)
SAH,           Sanaa Int'l,                                 4,                mid,              POINT(44.2246467902561 15.4739027755737)
SDA,           Baghdad Int'l,                               4,                major,            POINT(44.2289125352942 33.268162986377)
SDQ,           De Las Américas Int'l,                       4,                major,            POINT(-69.6764726754667 18.4302196948173)
SGN,           Tan Son Nhat,                                4,                major,            POINT(106.664246141375 10.8163005571879)
SKG,           Thessaloniki,                                4,                major,            POINT(22.9764353610613 40.5238736887775)
SOF,           Vrazhdebna,                                  4,                major,            POINT(23.4024521357708 42.6891841273195)
STV,           Surat,                                       4,                major,            POINT(72.7424384372589 21.1204503297172)
SUV,           Nausori Int'l,                               4,                mid,              POINT(178.560048369959 -18.0458996922854)
SYZ,           Shiraz Int'l,                                4,                major,            POINT(52.5897712745211 29.5458013842874)
TAM,           Gen Francisco J Mina Int'l,                  4,                mid,              POINT(-97.8698137568394 22.2893319525064)
TGU,           Toncontin Int'l,                             4,                mid,              POINT(-87.2192116348986 14.0599852192071)
THR,           Mehrabad Int'l,                              4,                major,            POINT(51.3208069717572 35.6913743304946)
TIA,           Tirane Rinas,                                4,                major,            POINT(19.7150324049722 41.4208514680567)
TIJ,           General Abelardo L Rodriguez Int'l,          4,                major,            POINT(-116.975476095598 32.5460499135013)
TLC,           Jose Maria Morelos Y Pavon,                  4,                mid,              POINT(-99.5706494463542 19.3386880423032)
TLL,           Ulemiste,                                    4,                major,            POINT(24.798964869983 59.4165014697451)
TLV,           Ben Gurion,                                  4,                major,            POINT(34.8708499180995 32.0007468501844)
TMS,           São Tomé Salazar,                            4,                mid,              POINT(6.71282193005667 0.374744213699427)
TNR,           Antananarivo Ivato,                          4,                mid,              POINT(47.4753540009579 -18.7993348763082)
TPA,           Tampa Int'l,                                 4,                major,            POINT(-82.534824252055 27.9800400852184)
VLN,           Zim Valencia,                                4,                mid,              POINT(-67.9223617121873 10.1540056883979)
VOG,           Gumrak,                                      4,                mid,              POINT(44.354767968489 48.7916764657611)
VTE,           Vientiane,                                   4,                mid,              POINT(102.568238195728 17.9754595948321)
VVI,           Viru Viru Int'l,                             4,                mid,              POINT(-63.1403888218213 -17.6479468257839)
WLG,           Wellington Int'l,                            4,                major,            POINT(174.811665268238 -41.3289891844659)
YPR,           Prince Rupert,                               4,                mid,              POINT(-130.445587 54.292)
YQG,           Windsor,                                     4,                mid,              POINT(-82.9600877389448 42.2658784727198)
YQR,           Regina,                                      4,                mid,              POINT(-104.655433975371 50.4332192867183)
YVR,           Vancouver Int'l,                             4,                major,            POINT(-123.180867003812 49.1935590395715)
YWG,           Winnipeg Int'l,                              4,                major,            POINT(-97.2267694809585 49.9033302471671)
YXE,           John G Diefenbaker Int'l,                    4,                mid,              POINT(-106.690181967554 52.1701439447381)
YXY,           Whitehorse Int'l,                            4,                mid,              POINT(-135.076210089402 60.7141521481397)
YYC,           Calgary Int'l,                               4,                major,            POINT(-114.010560500236 51.1308572567549)
YYG,           Charlottetown,                               4,                mid,              POINT(-63.1312341333234 46.2858131367525)
YYQ,           Churchill,                                   4,                mid,              POINT(-94.0813639506318 58.7497237849788)
YYT,           St John's Int'l,                             4,                mid,              POINT(-52.7433337428638 47.6131179007955)
YZF,           Yellowknife,                                 4,                mid,              POINT(-114.437846335049 62.4707373610202)
ZAG,           Zagreb,                                      4,                major,            POINT(16.0615138009014 45.7333266730984)
ZNZ,           Zanzibar,                                    4,                mid,              POINT(39.2223319841558 -6.21857034620282)
REK,           Reykjavik Air Terminal,                      4,                mid,              POINT(-21.9466344031327 64.1318728609901)
ARH,           Arkhangelsk-Talagi,                          4,                mid,              POINT(40.7133465694594 64.5967437730455)
KZN,           Kazan Int'l,                                 4,                major,            POINT(49.2984458036407 55.6080601429764)
ORY,           Paris Orly,                                  4,                major,            POINT(2.36737912783773 48.7313030458052)
YQB,           Québec,                                      4,                major,            POINT(-71.3839280711731 46.7915684363308)
YUL,           Montréal-Trudeau,                            4,                major,            POINT(-73.7493162650417 45.4583512294531)
NRT,           Narita Int'l,                                4,                major,            POINT(140.384401709179 35.7640560727828)
NGO,           Chubu Centrair Int'l,                        4,                major,            POINT(136.814771286824 34.8590296958162)
OKD,           Okadama,                                     4,                mid,              POINT(141.382100450075 43.1106495990978)
BGO,           Bergen Flesland,                             4,                major,            POINT(5.22725311562336 60.2890610502966)
TOS,           Tromsø Langnes,                              4,                major,            POINT(18.9072624292132 69.6796790473478)
BEL,           Val de Caes Int'l,                           4,                mid,              POINT(-48.4795602893793 -1.38974628795546)
CGR,           Campo Grande Int'l,                          4,                mid,              POINT(-54.6689498781305 -20.4572717360311)
CWB,           Afonso Pena Int'l,                           4,                mid,              POINT(-49.1737093663469 -25.5360001430558)
FOR,           Pinto Martins Int'l,                         4,                mid,              POINT(-38.5407472498334 -3.77859496233091)
GRU,           São Paulo-Guarulhos Int'l,                   4,                major,            POINT(-46.481753608842 -23.4261155770421)
GYN,           Santa Genoveva,                              4,                mid,              POINT(-49.2266464905994 -16.6323665721637)
POA,           Salgado Filho Int'l,                         4,                mid,              POINT(-51.1770409488172 -29.9901930170609)
REC,           Gilberto Freyre Int'l,                       4,                mid,              POINT(-34.9182667174851 -8.13162553076239)
SSA,           Deputado Luis Eduardo Magalhaes Int'l,       4,                mid,              POINT(-38.3347989911732 -12.9143614970326)
MDZ,           El Plumerillo,                               4,                mid,              POINT(-68.7984838394473 -32.8278001692719)
MAO,           Eduardo Gomes Int'l,                         4,                mid,              POINT(-60.0460645898854 -3.0321390062591)
NSI,           Yaoundé Nsimalen Int'l,                      4,                mid,              POINT(11.5479941396807 3.71484520708126)
PVG,           Shanghai Pudong Int'l,                       4,                major,            POINT(121.801518760578 31.1523090295533)
ADJ,           Marka Int'l,                                 4,                mid,              POINT(35.9841052362449 31.9741994015442)
MLE,           Male Int'l,                                  4,                major,            POINT(73.5273902836844 4.18870090323372)
VER,           Gen. Heriberto Jara Int'l,                   4,                mid,              POINT(-96.1835702143695 19.1424237025017)
OXB,           Osvaldo Vieira Int'l,                        4,                mid,              POINT(-15.651185561666 11.8889231454855)
DVO,           Francisco Bangoy Int'l,                      4,                major,            POINT(125.645066609434 7.13053746163073)
SEZ,           Seychelles Int'l,                            4,                mid,              POINT(55.5115519246793 -4.67106914178521)
DKR,           Léopold Sedar Senghor Int'l,                 4,                major,            POINT(-17.490407907719 14.7456306146748)
PZU,           Port Sudan New Int'l,                        4,                mid,              POINT(37.2387475981025 19.4341052385231)
TAS,           Tashkent Int'l,                              4,                major,            POINT(69.2666137241129 41.2622338767383)
CPH,           Copenhagen,                                  3,                major,            POINT(12.6493508684508 55.6285017221528)
BBU,           Aeroportul National Bucuresti-Baneasa,       3,                mid,              POINT(26.0857251587764 44.497041455972)
BUD,           Ferihegy,                                    3,                major,            POINT(19.2622301677881 47.433274269248)
CKG,           Chongqing Jiangbei Int'l,                    3,                major,            POINT(106.638019704811 29.7240422241688)
CLT,           Douglas Int'l,                               3,                major,            POINT(-80.9439277342763 35.2204281685597)
DTW,           Detroit Metro,                               3,                major,            POINT(-83.3478935065615 42.2257204508004)
DUB,           Dublin,                                      3,                major,            POINT(-6.24388491037139 53.42700828497)
FAI,           Fairbanks Int'l,                             3,                major,            POINT(-147.865721120795 64.8180981117369)
HAM,           Hamburg,                                     3,                major,            POINT(10.005647830925 53.6320011640866)
KUL,           Kuala Lumpur Int'l,                          3,                major,            POINT(101.713886325743 2.74751295791811)
LAS,           Mccarran Int'l,                              3,                major,            POINT(-115.151323951283 36.0849602383367)
MCO,           Orlando Int'l,                               3,                major,            POINT(-81.3073713307985 28.4311506791138)
MSP,           Minneapolis St. Paul Int'l,                  3,                major,            POINT(-93.2081003718301 44.8820263631968)
MUC,           Franz-Josef-Strauss,                         3,                major,            POINT(11.7880627192437 48.3538373961608)
PHL,           Philadelphia Int'l,                          3,                major,            POINT(-75.2429857676998 39.876087236427)
PHX,           Sky Harbor Int'l,                            3,                major,            POINT(-112.01363529773 33.4358607639498)
SLC,           Salt Lake City Int'l,                        3,                major,            POINT(-111.981984879993 40.7867290053708)
STL,           Lambert St Louis Int'l,                      3,                major,            POINT(-90.3659545350675 38.7427163155204)
WAW,           Okecie Int'l,                                3,                major,            POINT(20.9727263383587 52.171026749259)
ZRH,           Zurich Int'l,                                3,                major,            POINT(8.56221279534765 47.4523895064915)
CRL,           Gosselies,                                   3,                mid,              POINT(4.4543736298165 50.4571296549567)
MUCf,          Munich Freight Terminal,                     3,                major,            POINT(11.7694828593654 48.3497964078377)
BCN,           Barcelona,                                   3,                major,            POINT(2.07800334981292 41.3031552797463)
PRG,           Ruzyn,                                       3,                major,            POINT(14.2674849854076 50.1076511703671)
HKG,           Hong Kong Int'l,                             2,                major,            POINT(113.935016387376 22.3153328280868)
TPE,           Taoyuan,                                     2,                major,            POINT(121.231370453323 25.0767411043346)
AMS,           Schiphol,                                    2,                major,            POINT(4.76437693232812 52.3089323889822)
SIN,           Singapore Changi,                            2,                major,            POINT(103.986413880993 1.35616083528126)
LHR,           London Heathrow,                             2,                major,            POINT(-0.453156652063309 51.4709958799938)
AKL,           Auckland Int'l,                              2,                major,            POINT(174.791719433715 -37.0063551142815)
ANC,           Anchorage Int'l,                             2,                major,            POINT(-149.981725100633 61.1728936745367)
ATL,           Hartsfield-Jackson Atlanta Int'l,            2,                major,            POINT(-84.4253974336047 33.6405290807352)
PEK,           Beijing Capital,                             2,                major,            POINT(116.588174004661 40.078766336331)
BOG,           Eldorado Int'l,                              2,                major,            POINT(-74.1433718001028 4.69883276192097)
BOM,           Chhatrapati Shivaji Int'l,                   2,                major,            POINT(72.8745639500051 19.0951019488402)
BOS,           Gen E L Logan Int'l,                         2,                major,            POINT(-71.0164066172958 42.3665658198506)
BWI,           Baltimore-Washington Int'l Thurgood Marshall,2,                major,            POINT(-76.6686428352448 39.1793943583568)
CAI,           Cairo Int'l,                                 2,                major,            POINT(31.3997430067114 30.1119904385575)
CAS,           Casablanca-Anfa,                             2,                mid,              POINT(-7.66321880771143 33.5627883851079)
CCS,           Simón Bolivar Int'l,                         2,                mid,              POINT(-67.0057488076316 10.5973549146064)
CPT,           Cape Town Int'l,                             2,                major,            POINT(18.5976565083138 -33.9704466120395)
CTU,           Chengdushuang Liu,                           2,                major,            POINT(103.956136481695 30.5810712647464)
DEL,           Indira Gandhi Int'l,                         2,                major,            POINT(77.0878362565332 28.5592039760586)
DEN,           Denver Int'l,                                2,                major,            POINT(-104.673797338542 39.8494613881509)
DFW,           Dallas-Ft. Worth Int'l,                      2,                major,            POINT(-97.0403710741144 32.9001505594816)
DMK,           Don Muang Int'l,                             2,                major,            POINT(100.602578626505 13.9202766010347)
DXB,           Dubai Int'l,                                 2,                major,            POINT(55.3540769172243 25.2525655938182)
EWR,           Newark Int'l,                                2,                major,            POINT(-74.1771472796706 40.6904798278929)
EZE,           Ministro Pistarini Int'l,                    2,                major,            POINT(-58.5412456939382 -34.8136469380323)
FLL,           Fort Lauderdale Hollywood Int'l,             2,                major,            POINT(-80.1452588465189 26.0717095746827)
IAH,           George Bush Intercontinental,                2,                major,            POINT(-95.3337047912947 29.9865909034907)
IST,           Atatürk Hava Limani,                         2,                major,            POINT(28.8195493087893 40.9778388177797)
JNB,           OR Tambo Int'l,                              2,                major,            POINT(28.2319885648741 -26.1320953994887)
JNU,           Juneau Int'l,                                2,                mid,              POINT(-134.583573037872 58.3589441045951)
LAX,           Los Angeles Int'l,                           2,                major,            POINT(-118.402468548522 33.9441742543586)
LIN,           Linate,                                      2,                major,            POINT(9.27996629691061 45.4603938456252)
MEL,           Melbourne Int'l,                             2,                major,            POINT(144.848998091131 -37.6699411967893)
MEX,           Lic Benito Juarez Int'l,                     2,                major,            POINT(-99.0826079514239 19.4354695720494)
MNL,           Ninoy Aquino Int'l,                          2,                major,            POINT(121.004122083437 14.5068323762967)
NBO,           Jomo Kenyatta Int'l,                         2,                major,            POINT(36.9250887490365 -1.33052964350634)
HNL,           Honolulu Int'l,                              2,                major,            POINT(-157.919783173755 21.332022315024)
ORD,           Chicago O'Hare Int'l,                        2,                major,            POINT(-87.90513439065 41.9765291023803)
RUH,           King Khalid Int'l,                           2,                major,            POINT(46.701829023464 24.9590317436512)
SCL,           Arturo Merino Benitez Int'l,                 2,                major,            POINT(-70.7936860162974 -33.3968336342597)
SEA,           Tacoma Int'l,                                2,                major,            POINT(-122.302289722924 47.4435819127259)
SFO,           San Francisco Int'l,                         2,                major,            POINT(-122.383470344449 37.6170250868053)
SHA,           Hongqiao,                                    2,                major,            POINT(121.341183788567 31.1872574314078)
SVO,           Sheremtyevo,                                 2,                major,            POINT(37.4159690348414 55.966447172512)
YYZ,           Toronto-Pearson Int'l,                       2,                major,            POINT(-79.6114193247449 43.6809595186356)
SYD,           Kingsford Smith,                             2,                major,            POINT(151.166067305601 -33.9365832057717)
HEL,           Helsinki Vantaa,                             2,                major,            POINT(24.9682078665914 60.3187158912982)
CDG,           Charles de Gaulle Int'l,                     2,                major,            POINT(2.54186776739457 49.0144200969386)
TXL,           Berlin-Tegel Int'l,                          2,                major,            POINT(13.2903090925074 52.5544287044101)
VIE,           Vienna Schwechat Int'l,                      2,                major,            POINT(16.5607679642129 48.1197563052538)
FRA,           Frankfurt Int'l,                             2,                major,            POINT(8.57182286907608 50.0506770895207)
FCO,           Leonardo da Vinci Int'l,                     2,                major,            POINT(12.2501008973638 41.7950786307394)
ITM,           Osaka Int'l,                                 2,                major,            POINT(135.442475256249 34.7901980848749)
GMP,           Gimpo Int'l,                                 2,                major,            POINT(126.802392860276 37.5573005399508)
OSL,           Oslo Gardermoen,                             2,                major,            POINT(11.0991032762581 60.1935783171386)
BSB,           Juscelino Kubitschek Int'l,                  2,                major,            POINT(-47.9207885133625 -15.8699985002824)
CGH,           Congonhas Int'l,                             2,                major,            POINT(-46.6591155302196 -23.62685882701)
GIG,           Rio de Janeiro-Antonio Carlos Jobim Int'l,   2,                major,            POINT(-43.2483813790683 -22.8123437125006)
MAD,           Madrid Barajas,                              2,                major,            POINT(-3.56902665458863 40.4681282733923)
SJU,           Luis Muñoz Marin,                            2,                major,            POINT(-66.0042299757548 18.4380770734949)
ARN,           Arlanda,                                     2,                major,            POINT(17.9307299016916 59.6511203397372)
CGK,           Soekarno-Hatta Int'l,                        2,                major,            POINT(106.654296151172 -6.1266029559729)
ATH,           Eleftherios Venizelos Int'l,                 2,                major,            POINT(23.9471160554073 37.9362331299254)
