abbrev:keyword,airport:text,region:text,city:keyword,city_location:geo_point,city_boundary:geo_shape
LHR,London Heathrow,London Borough of Hounslow,Hounslow,POINT(-0.375 51.4668),"POLYGON((-0.4615 51.449\,-0.3855 51.4206\,-0.3668 51.4416\,-0.3878 51.4494\,-0.327 51.457\,-0.2921 51.4873\,-0.2565 51.4715\,-0.2444 51.4979\,-0.4092 51.5003\,-0.4112 51.4699\,-0.4615 51.449))"
LIH,Lihue,Hawaii,Kapaa,POINT(-159.3521 22.091),"POLYGON((-159.851 22.0271\,-159.7936 21.9398\,-159.7117 21.9076\,-159.6313 21.8467\,-159.444 21.8178\,-159.3578 21.8657\,-159.2844 21.9406\,-159.2837 22.0185\,-159.245 22.1017\,-159.2458 22.1668\,-159.3088 22.25\,-159.3897 22.2875\,-159.5964 22.278\,-159.7728 22.1811\,-159.8481 22.0761\,-159.851 22.0271))"
LIL,Lille-Lesquin,Roubaix,Roubaix,POINT(3.1817 50.6901),"POLYGON((3.1511 50.6878\,3.1657 50.6816\,3.1534 50.67\,3.1953 50.6688\,3.2174 50.6882\,3.1902 50.7087\,3.1641 50.7064\,3.1511 50.6878))"
LIM,Jorge Chávez,Callao,Callao,POINT(-77.1333 -12.0333),"POLYGON((-77.1584 -12.0666\,-77.1326 -12.0707\,-77.1342 -12.0597\,-77.0767 -12.0465\,-77.0984 -12.0484\,-77.0873 -12.0121\,-77.1127 -11.9968\,-77.1072 -11.9777\,-77.1298 -11.9368\,-77.1555 -12.0463\,-77.1388 -12.0391\,-77.1584 -12.0666))"
LIN,Linate,Milano,Milan,POINT(9.19 45.4669),"POLYGON((9.0409 45.4474\,9.0644 45.4332\,9.0779 45.4524\,9.1096 45.451\,9.133 45.4139\,9.1545 45.4161\,9.1561 45.4017\,9.1955 45.3872\,9.2664 45.435\,9.2726 45.4726\,9.2602 45.4714\,9.2582 45.4898\,9.2781 45.5052\,9.1801 45.5352\,9.1515 45.5181\,9.099 45.532\,9.0901 45.4989\,9.0538 45.5049\,9.0746 45.4573\,9.0446 45.4661\,9.0409 45.4474))"
LIS,Lisbon Portela,Loures,Loures,POINT(-9.1667 38.8333),"POLYGON((-9.246 38.8427\,-9.1962 38.8122\,-9.1453 38.8275\,-9.1819 38.855\,-9.1848 38.8761\,-9.2394 38.8638\,-9.2314 38.8461\,-9.246 38.8427))"
LIT,Clinton National,Little Rock,Little Rock,POINT(-92.3577 34.7256),"POLYGON((-92.5216 34.8081\,-92.4801 34.7981\,-92.4998 34.7967\,-92.4988 34.7678\,-92.4549 34.7602\,-92.4618 34.7504\,-92.4577 34.7413\,-92.445 34.755\,-92.4303 34.7479\,-92.4471 34.7302\,-92.4126 34.7182\,-92.4136 34.6929\,-92.4266 34.6969\,-92.4141 34.6785\,-92.4431 34.6721\,-92.4428 34.627\,-92.3549 34.6398\,-92.3391 34.626\,-92.3502 34.6424\,-92.3063 34.6528\,-92.3009 34.6811\,-92.2913 34.6737\,-92.277 34.695\,-92.2559 34.6868\,-92.2463 34.7054\,-92.2356 34.6952\,-92.2365 34.7181\,-92.1812 34.6998\,-92.1688 34.6805\,-92.1508 34.6951\,-92.2032 34.7402\,-92.2915 34.7522\,-92.3126 34.7854\,-92.3813 34.799\,-92.3889 34.8154\,-92.3939 34.8016\,-92.4795 34.8216\,-92.5216 34.8081)\,(-92.3403 34.7785\,-92.3489 34.7851\,-92.34 34.7848\,-92.3403 34.7785))"
LJU,Ljubljana,Ljubljana,Ljubljana,POINT(14.5061 46.0514),"POLYGON((14.4086 46.0814\,14.441 46.053\,14.4379 46.0133\,14.465 46.0061\,14.431 45.987\,14.4391 45.9741\,14.4764 45.9773\,14.472 45.9949\,14.5094 46.0031\,14.5337 45.9905\,14.5302 46.0158\,14.5836 46.0192\,14.6325 45.9868\,14.6692 45.9884\,14.7045 46.0153\,14.7317 45.9979\,14.7518 46.0074\,14.7401 46.0206\,14.7553 46.0297\,14.7251 46.0521\,14.7457 46.0682\,14.6758 46.0865\,14.6206 46.0762\,14.5071 46.1458\,14.468 46.1415\,14.444 46.121\,14.4375 46.1284\,14.4259 46.1287\,14.42 46.114\,14.4426 46.0956\,14.4086 46.0814))"
LKO,Amausi Int'l,Lucknow,Lucknow,POINT(80.95 26.85),"POLYGON((80.8264 26.7588\,80.9019 26.753\,80.9043 26.7646\,80.95 26.7508\,80.9985 26.8259\,81.0465 26.8171\,81.0898 26.836\,81.0954 26.9142\,80.9841 26.9251\,80.9656 26.9478\,80.9346 26.9278\,80.9164 26.9431\,80.8781 26.9322\,80.836 26.8973\,80.8662 26.7947\,80.8264 26.7588))"
LLA,Lulea,Luleå kommun,Luleå,POINT(22.1539 65.5844),"POLYGON((21.3357 65.6716\,22.4511 65.0696\,23.1608 65.2898\,22.1466 66.2831\,21.8513 65.9785\,22.1148 65.8483\,21.3357 65.6716))"
LLW,Kamuzu Int'l,Lilongwe,Lilongwe,POINT(33.7833 -13.9833),"POLYGON((33.2462 -13.8325\,33.6501 -14.5958\,34.2835 -13.8584\,33.5117 -13.724\,33.4117 -13.4868\,33.2462 -13.8325))"
LMM,Los Mochis,Los Mochis,Los Mochis,POINT(-108.9937 25.7835),"POLYGON((-109.0463 25.7662\,-109.0267 25.7761\,-109.0061 25.7646\,-109.0186 25.7289\,-109.0022 25.7523\,-108.985 25.7439\,-108.9729 25.7684\,-108.9686 25.7572\,-108.9634 25.809\,-108.9499 25.8024\,-108.9536 25.7836\,-108.939 25.8072\,-108.9674 25.8339\,-108.9807 25.8206\,-108.9874 25.8395\,-109.0229 25.8083\,-109.0297 25.8173\,-109.0444 25.7863\,-109.0298 25.781\,-109.0463 25.7662))"
LOS,Lagos Murtala Muhammed,Ikeja,Ikeja,POINT(3.3426 6.6186),"POLYGON((3.3101 6.5509\,3.3376 6.5899\,3.3522 6.5557\,3.367 6.5583\,3.3832 6.5932\,3.3537 6.6587\,3.3331 6.6018\,3.314 6.6053\,3.3101 6.5509))"
LOV,Venustiano Carranza Int'l,Monclova,Monclova,POINT(-101.4222 26.9103),"POLYGON((-101.5293 26.8453\,-101.4882 26.8171\,-101.4406 26.8368\,-101.367 26.8193\,-101.256 26.8452\,-101.205 26.8073\,-101.1958 26.748\,-101.1126 26.6977\,-101.0073 26.7948\,-100.9663 26.7895\,-100.981 26.81\,-100.9383 26.8393\,-100.9167 26.8826\,-100.9817 26.9672\,-101.0379 26.9839\,-101.0764 27.0425\,-101.1797 27.0118\,-101.2052 27.0406\,-101.2641 27.007\,-101.3488 27.0641\,-101.4356 26.9493\,-101.4523 26.8973\,-101.475 26.8912\,-101.4672 26.8823\,-101.4866 26.8637\,-101.5281 26.8603\,-101.5293 26.8453))"
LPA,Gran Canaria,Las Palmas de Gran Canaria,Las Palmas,POINT(-15.4314 28.1272),"POLYGON((-15.5272 28.0525\,-15.4779 28.0582\,-15.4553 28.0245\,-15.421 28.0388\,-15.3949 28.0313\,-15.416 28.0476\,-15.411 28.1009\,-15.4289 28.1304\,-15.4176 28.1466\,-15.412 28.1281\,-15.4069 28.1582\,-15.4079 28.1371\,-15.4076 28.1329\,-15.4047 28.1307\,-15.4045 28.1213\,-15.3982 28.1617\,-15.4069 28.1782\,-15.4394 28.1693\,-15.4312 28.1466\,-15.4459 28.1315\,-15.4872 28.133\,-15.5272 28.0525))"
LPB,El Alto Int'l,El Alto,El Alto,POINT(-68.1633 -16.5047),"POLYGON((-68.3201 -16.5018\,-68.2877 -16.5104\,-68.2805 -16.5397\,-68.2519 -16.5284\,-68.2367 -16.5437\,-68.2595 -16.5608\,-68.206 -16.5735\,-68.2399 -16.6101\,-68.1647 -16.667\,-68.1083 -16.6351\,-68.1309 -16.6344\,-68.1283 -16.6212\,-68.185 -16.5732\,-68.1449 -16.5286\,-68.1711 -16.4906\,-68.1385 -16.3502\,-68.1537 -16.2627\,-68.2055 -16.3365\,-68.2163 -16.3835\,-68.2434 -16.3927\,-68.3201 -16.5018))"
LPG,La Plata,Partido de Berisso,Berisso,POINT(-57.8858 -34.8728),"POLYGON((-57.932 -34.9035\,-57.8958 -34.9305\,-57.7546 -34.9717\,-57.7092 -34.9303\,-57.7732 -34.9017\,-57.874 -34.8258\,-57.932 -34.9035))"
LPL,Liverpool John Lennon,Liverpool,Liverpool,POINT(-2.9919 53.4075),"POLYGON((-3.0192 53.4362\,-2.9971 53.384\,-2.9032 53.3381\,-2.9101 53.3238\,-2.8181 53.3187\,-2.8324 53.3373\,-2.8188 53.348\,-2.8404 53.3473\,-2.8562 53.3787\,-2.822 53.3807\,-2.8371 53.4\,-2.8905 53.4069\,-2.866 53.4183\,-2.8676 53.4486\,-2.8951 53.4671\,-2.9563 53.473\,-2.9749 53.4433\,-3.0192 53.4362))"
LRD,Laredo Int'l,Nuevo Laredo,Nuevo Laredo,POINT(-99.5069 27.4861),"POLYGON((-99.9264 27.5492\,-99.9192 27.4915\,-99.7604 27.437\,-99.7488 27.289\,-99.6382 27.2918\,-99.4964 27.2713\,-99.4944 27.3036\,-99.5381 27.3172\,-99.5042 27.3392\,-99.4876 27.4102\,-99.4954 27.4457\,-99.4787 27.4794\,-99.4937 27.4977\,-99.5281 27.4982\,-99.5112 27.5652\,-99.544 27.6075\,-99.5835 27.6031\,-99.5773 27.6185\,-99.6003 27.6415\,-99.6561 27.6295\,-99.6639 27.6575\,-99.6903 27.669\,-99.7054 27.6554\,-99.7281 27.6791\,-99.9264 27.5492))"
LSI,Sumburgh,Shetland Islands,Lerwick,POINT(-1.145 60.155),"POLYGON((-1.7034 60.288\,-1.4631 60.1463\,-1.2686 60.2365\,-1.3923 59.9131\,-1.3188 59.8966\,-1.3135 59.8552\,-1.2732 59.8529\,-1.0482 60.4502\,-1.1639 60.3774\,-1.2575 60.4031\,-1.0274 60.4977\,-0.9863 60.7002\,-1.6333 60.4872\,-1.2628 60.3518\,-1.3697 60.2858\,-1.7034 60.288))"
LTK,Bassel Al-Assad Int'l,ناحية اللاذقية,Latakia,POINT(35.7833 35.5167),"POLYGON((35.7578 35.5923\,35.721 35.5786\,35.7448 35.5784\,35.7329 35.561\,35.7714 35.5373\,35.7617 35.5081\,35.763 35.5182\,35.7549 35.5322\,35.7598 35.509\,35.7787 35.4962\,35.7877 35.5068\,35.8168 35.4964\,35.867 35.5424\,35.8559 35.5721\,35.8653 35.6132\,35.8134 35.6541\,35.7578 35.5923))"
LTN,London Luton,Luton,Luton,POINT(-0.4147 51.8783),"POLYGON((-0.5059 51.9006\,-0.4225 51.8545\,-0.3499 51.8787\,-0.3856 51.9157\,-0.4191 51.9123\,-0.4263 51.9267\,-0.4857 51.9227\,-0.4823 51.9078\,-0.5059 51.9006))"
LUH,Sahnewal,Ludhiana (West) Tahsil,Ludhiāna,POINT(75.85 30.91),"POLYGON((75.5921 30.828\,75.6097 30.8232\,75.6074 30.8076\,75.6296 30.8169\,75.6505 30.8003\,75.6682 30.8226\,75.6639 30.7756\,75.6948 30.762\,75.6917 30.7369\,75.7594 30.7654\,75.7668 30.7437\,75.7927 30.7359\,75.7823 30.757\,75.8195 30.7781\,75.8059 30.7911\,75.8126 30.8112\,75.8328 30.8165\,75.8466 30.7777\,75.8845 30.7908\,75.8726 30.8152\,75.9107 30.7886\,75.9397 30.8224\,75.9176 30.8467\,75.9562 30.8472\,75.9426 30.8579\,75.9577 30.8832\,75.9157 30.9128\,75.919 30.9348\,75.9022 30.9304\,75.8306 30.9716\,75.8222 30.9987\,75.7444 31.0124\,75.6513 30.9804\,75.6715 30.962\,75.6351 30.9052\,75.6369 30.8612\,75.5921 30.828))"
LUN,Lusaka Int'l,Lusaka District,Lusaka,POINT(28.2833 -15.4167),"POLYGON((28.2021 -15.4098\,28.2366 -15.5434\,28.3093 -15.5401\,28.3101 -15.4773\,28.331 -15.4762\,28.3316 -15.4906\,28.362 -15.4756\,28.478 -15.4901\,28.489 -15.4662\,28.4256 -15.4469\,28.4036 -15.3656\,28.3441 -15.3493\,28.3092 -15.3039\,28.2751 -15.3191\,28.2765 -15.3389\,28.2247 -15.3327\,28.2021 -15.4098))"
LUX,Luxembourg-Findel,Luxembourg,Luxembourg,POINT(6.1319 49.6117),"POLYGON((6.0692 49.632\,6.1038 49.625\,6.0693 49.5898\,6.1137 49.561\,6.1255 49.5813\,6.2036 49.613\,6.1783 49.6243\,6.1826 49.6365\,6.1427 49.6331\,6.1643 49.6407\,6.1487 49.6418\,6.1589 49.6474\,6.1597 49.6549\,6.0784 49.6468\,6.0692 49.632))"
LXA,Lhasa Gonggar,纳金街道,Lhasa,POINT(91.1719 29.6534),"POLYGON((91.1398 29.6662\,91.168 29.6601\,91.1487 29.6473\,91.172 29.6354\,91.2784 29.6815\,91.2457 29.6934\,91.2376 29.718\,91.1398 29.6662))"
LXR,Luxor,الأقصر,Luxor,POINT(32.65 25.6833),"POLYGON((32.4321 25.5879\,32.475 25.5014\,32.4852 25.4084\,32.5601 25.4304\,32.8167 25.5904\,32.9679 25.8066\,32.9592 25.9846\,32.7086 25.9843\,32.677 25.843\,32.5341 25.7245\,32.4362 25.6661\,32.4321 25.5879))"
LYS,Lyon-Saint Exupery,Lyon,Lyon,POINT(4.84 45.76),"POLYGON((4.7718 45.751\,4.8183 45.7491\,4.8145 45.7323\,4.8377 45.7074\,4.8537 45.7297\,4.8876 45.7204\,4.8984 45.7529\,4.8755 45.7549\,4.8598 45.787\,4.8237 45.7843\,4.8189 45.7897\,4.8393 45.8005\,4.837 45.8083\,4.784 45.7878\,4.7952 45.7758\,4.7718 45.751))"
MAA,Chennai Int'l,Chennai District,Chennai,POINT(80.275 13.0825),"POLYGON((80.1183 13.0189\,80.1481 12.9668\,80.2028 12.9602\,80.1716 12.9368\,80.187 12.9288\,80.1725 12.9153\,80.1822 12.8678\,80.2015 12.8514\,80.213 12.8755\,80.2422 12.8528\,80.3069 13.1017\,80.3003 13.0911\,80.2935 13.0864\,80.3001 13.1433\,80.2514 13.1498\,80.2413 13.128\,80.2019 13.1261\,80.1871 13.0235\,80.1449 13.0237\,80.1304 13.0449\,80.1183 13.0189))"
MAD,Madrid Barajas,San Fernando de Henares,Torrejón de Ardoz,POINT(-3.4978 40.4614),"POLYGON((-3.5382 40.4298\,-3.509 40.4065\,-3.4525 40.4216\,-3.4348 40.4128\,-3.438 40.4323\,-3.4106 40.4267\,-3.4341 40.4554\,-3.4824 40.4307\,-3.4974 40.473\,-3.5308 40.4713\,-3.5267 40.4333\,-3.5382 40.4298))"
MAJ,Marshall Islands Int'l,Mājro,Majuro,POINT(171.3833 7.0833),"POLYGON((170.8173 7.6729\,170.8251 7.1353\,170.829 7.1064\,170.8358 7.0819\,170.8454 7.0584\,170.8598 7.033\,171.233 6.5246\,171.559 6.5742\,171.3729 7.7443\,170.8173 7.6729))"
MAM,Gen. Sevando Canales,Matamoros,Heroica Matamoros,POINT(-97.5042 25.8797),"POLYGON((-97.9426 25.3853\,-97.5162 25.0425\,-97.1474 25.9563\,-97.4056 25.8376\,-97.9022 26.061\,-97.7366 25.504\,-97.9426 25.3853))"
MAN,Manchester Int'l,Manchester,Wythenshawe,POINT(-2.264 53.392),"POLYGON((-2.3199 53.4116\,-2.2857 53.3762\,-2.3143 53.3569\,-2.3028 53.341\,-2.2408 53.3596\,-2.2468 53.396\,-2.1492 53.4594\,-2.1681 53.4801\,-2.1619 53.4983\,-2.1787 53.5058\,-2.1548 53.518\,-2.2187 53.5439\,-2.2675 53.538\,-2.2641 53.5247\,-2.2466 53.5292\,-2.257 53.5179\,-2.2451 53.4861\,-2.2682 53.4697\,-2.2532 53.4607\,-2.3001 53.4366\,-2.2778 53.4155\,-2.3199 53.4116))"
MAO,Eduardo Gomes Int'l,Manaus,Manaus,POINT(-60.0167 -3.1),"POLYGON((-60.801 -2.545\,-60.505 -3.092\,-59.994 -3.222\,-59.717 -3.061\,-59.16 -3.168\,-59.706 -2.939\,-60.033 -2.549\,-60.0016 -2.1165\,-60.281 -1.924\,-60.668 -2.074\,-60.801 -2.545))"
MAR,La Chinita Int'l,Municipio Maracaibo,Maracaibo,POINT(-71.6333 10.6333),"POLYGON((-71.7833 10.7151\,-71.7704 10.697\,-71.7812 10.6778\,-71.777 10.6421\,-71.7638 10.6412\,-71.769 10.6019\,-71.6738 10.5843\,-71.569 10.5932\,-71.5625 10.7196\,-71.6357 10.7949\,-71.7105 10.7389\,-71.751 10.7383\,-71.7833 10.7151))"
MBA,Moi Int'l,Mombasa,Mombasa,POINT(39.6667 -4.05),"POLYGON((39.5631 -4.022\,39.5811 -4.0369\,39.5761 -4.1223\,39.6085 -4.0902\,39.6385 -4.1212\,39.6275 -4.1447\,39.6436 -4.1548\,39.6715 -4.0793\,39.7038 -4.0572\,39.7643 -3.9571\,39.7149 -3.9526\,39.6993 -3.9232\,39.6475 -3.9262\,39.6498 -3.9607\,39.5977 -3.9545\,39.5703 -3.9777\,39.5631 -4.022))"
MBJ,Sangster Int'l,Saint James,Montego Bay,POINT(-77.9167 18.4667),"POLYGON((-77.9967 18.4298\,-77.9714 18.4127\,-77.9511 18.3573\,-77.9 18.2956\,-77.9069 18.2865\,-77.8777 18.2636\,-77.8934 18.2062\,-77.7757 18.2532\,-77.7361 18.5116\,-77.8902 18.5193\,-77.9247 18.5009\,-77.9281 18.4643\,-77.9513 18.4596\,-77.935 18.4435\,-77.9835 18.4524\,-77.9967 18.4298))"
MCI,Kansas City Int'l,Kansas City,Kansas City,POINT(-94.7443 39.1235),"POLYGON((-94.9084 39.1161\,-94.7977 39.1057\,-94.7918 39.0436\,-94.6074 39.0441\,-94.6081 39.1175\,-94.5882 39.1498\,-94.6534 39.1548\,-94.674 39.1838\,-94.7358 39.1694\,-94.7772 39.201\,-94.9002 39.2029\,-94.9084 39.1161))"
MCO,Orlando Int'l,Orange County,Orlando,POINT(-81.337 28.4773),"POLYGON((-81.6586 28.7422\,-81.6571 28.3467\,-80.8632 28.3478\,-80.9012 28.433\,-80.8946 28.4669\,-80.8707 28.4713\,-80.8753 28.4894\,-80.8858 28.5104\,-80.9394 28.5351\,-80.9301 28.5632\,-80.9522 28.6042\,-81.3279 28.6105\,-81.3285 28.6396\,-81.4597 28.6402\,-81.4595 28.713\,-81.4226 28.7374\,-81.4155 28.7856\,-81.6466 28.7859\,-81.6586 28.7422))"
MCT,Seeb Int'l,مسقط,Muscat,POINT(58.5922 23.6139),"POLYGON((58.2266 23.5789\,58.2455 23.5427\,58.329 23.5592\,58.3335 23.5257\,58.3634 23.5401\,58.3866 23.5224\,58.4485 23.5782\,58.5309 23.5832\,58.5921 23.557\,58.6485 23.5989\,58.6047 23.6334\,58.4945 23.6564\,58.4528 23.6259\,58.4026 23.6139\,58.2687 23.642\,58.246 23.6125\,58.2513 23.5874\,58.2266 23.5789))"
MCZ,Maceio/Zumbi dos Palmares Int'l,Maceió,Maceió,POINT(-35.735 -9.6658),"POLYGON((-35.8144 -9.58\,-35.769 -9.635\,-35.7945 -9.7131\,-35.748 -9.6746\,-35.7284 -9.6717\,-35.7236 -9.6846\,-35.6958 -9.6653\,-35.6971 -9.6345\,-35.6758 -9.5989\,-35.559 -9.4851\,-35.617 -9.469\,-35.625 -9.448\,-35.665 -9.43\,-35.6906 -9.371\,-35.7696 -9.3896\,-35.8144 -9.58))"
MDE,José María Córdova,Perímetro Urbano Medellín,Medellín,POINT(-75.5906 6.2308),"POLYGON((-75.6388 6.2442\,-75.6139 6.2404\,-75.6235 6.2354\,-75.6094 6.2052\,-75.5574 6.1755\,-75.5553 6.2248\,-75.522 6.2295\,-75.54 6.2618\,-75.5272 6.2957\,-75.5874 6.3101\,-75.6012 6.2845\,-75.625 6.283\,-75.6181 6.2634\,-75.6388 6.2442))"
MDG,Mudanjiang Hailang,西安区,Mudanjiang,POINT(129.5997 44.5861),"POLYGON((129.3872 44.4725\,129.3956 44.458\,129.4643 44.4456\,129.4231 44.4243\,129.513 44.4122\,129.4998 44.3947\,129.5305 44.3743\,129.7429 44.3802\,129.6563 44.4488\,129.5972 44.4515\,129.5695 44.5122\,129.594 44.5379\,129.5833 44.5456\,129.6192 44.5602\,129.6052 44.5891\,129.5173 44.5524\,129.4904 44.5859\,129.5043 44.6185\,129.4637 44.6599\,129.4411 44.6506\,129.4501 44.6168\,129.4382 44.5744\,129.3955 44.5457\,129.4068 44.4981\,129.3872 44.4725))"
MDL,Mandalay Int'l,မန္တလေးခရိုင်,Mandalay,POINT(96.0844 21.9831),"POLYGON((95.984 21.8499\,96.0202 21.8113\,96.0443 21.8204\,96.0481 21.8494\,96.0681 21.8405\,96.0696 21.8215\,96.0824 21.835\,96.1028 21.8195\,96.0829 21.7896\,96.134 21.8167\,96.1442 21.7723\,96.168 21.7774\,96.1716 21.8\,96.1928 21.7881\,96.21 21.837\,96.248 21.8438\,96.2574 21.8104\,96.258 21.8509\,96.2421 21.874\,96.2674 21.876\,96.2675 21.9063\,96.2913 21.9406\,96.2873 21.9802\,96.3336 22.0033\,96.3655 22.0799\,96.3061 22.0663\,96.296 22.0885\,96.2401 22.1006\,96.252 22.1672\,96.2332 22.1531\,96.1782 22.1674\,96.1451 22.1388\,96.1648 22.1284\,96.1261 22.0645\,96.0491 22.0509\,96.0613 22.0249\,96.0255 22.0076\,96.0188 22.0191\,96.0188 21.9378\,95.984 21.8499))"
MDQ,Astor Piazzolla Int'l,Mar del Plata,Mar del Plata,POINT(-57.55 -38.0),"POLYGON((-57.6591 -37.9588\,-57.6249 -38.0031\,-57.6437 -38.0081\,-57.634 -38.0288\,-57.6531 -38.0447\,-57.6238 -38.067\,-57.6508 -38.0895\,-57.6071 -38.1337\,-57.5443 -38.1\,-57.5179 -38.039\,-57.5338 -38.05\,-57.5403 -38.0485\,-57.5332 -38.0319\,-57.5223 -38.0371\,-57.5441 -37.99\,-57.5263 -37.9201\,-57.5473 -37.904\,-57.6591 -37.9588))"
MDW,Chicago Midway Int'l,West Chicago Township,Chicago,POINT(-87.6866 41.8375),"POLYGON((-87.7756 41.9093\,-87.7741 41.8655\,-87.74 41.866\,-87.7385 41.8221\,-87.6324 41.86\,-87.6443 41.897\,-87.6881 41.9395\,-87.7076 41.9394\,-87.7069 41.9101\,-87.7756 41.9093))"
MDZ,El Plumerillo,Departamento Guaymallén,Godoy Cruz,POINT(-68.8333 -32.9167),"POLYGON((-68.8391 -32.9295\,-68.7192 -32.9443\,-68.7038 -32.9704\,-68.6623 -32.9184\,-68.637 -32.8323\,-68.6893 -32.8299\,-68.7978 -32.8619\,-68.8263 -32.8767\,-68.8391 -32.9295))"
MED,Madinah Int'l,محافظة بدر,Badr Ḩunayn,POINT(38.7906 23.78),"POLYGON((38.3769 23.9961\,38.7151 23.8232\,38.5026 23.6475\,38.6659 23.4122\,38.894 23.497\,39.0274 23.3272\,39.1033 23.5318\,39.4688 23.5489\,39.345 23.8994\,39.1799 23.8342\,39.2236 24.1603\,38.9386 24.345\,38.9801 24.4812\,38.3769 23.9961))"
MEL,Melbourne Int'l,Melton,Melton,POINT(144.5833 -37.6833),"POLYGON((144.567 -37.6902\,144.621 -37.7024\,144.6478 -37.6592\,144.6085 -37.6485\,144.6051 -37.6764\,144.5703 -37.6729\,144.567 -37.6902))"
MEM,Memphis Int'l,Southaven,Southaven,POINT(-89.9786 34.9514),"POLYGON((-90.0795 34.9908\,-90.0007 34.9674\,-89.9974 34.9481\,-90.0168 34.9441\,-90.0064 34.9189\,-90.0212 34.919\,-90.017 34.9074\,-89.9187 34.9039\,-89.919 34.9649\,-89.9366 34.9703\,-89.9367 34.9915\,-89.919 34.9948\,-90.0795 34.9908))"
MES,Polonia Int'l,Kota Medan,Medan,POINT(98.6739 3.5894),"POLYGON((98.5925 3.4979\,98.6172 3.4983\,98.6257 3.5188\,98.6451 3.4882\,98.659 3.5046\,98.6543 3.5173\,98.6567 3.519\,98.6556 3.5196\,98.6576 3.5225\,98.7448 3.5281\,98.7201 3.5516\,98.7415 3.599\,98.7066 3.6024\,98.7099 3.6266\,98.6934 3.6268\,98.703 3.6626\,98.6685 3.6718\,98.7033 3.667\,98.7047 3.7151\,98.731 3.7204\,98.702 3.7509\,98.7242 3.8018\,98.7041 3.7827\,98.6814 3.7885\,98.6802 3.7674\,98.6528 3.7823\,98.6277 3.7676\,98.6534 3.7378\,98.6248 3.6997\,98.6578 3.6752\,98.6653 3.6256\,98.6219 3.6117\,98.5993 3.6203\,98.6119 3.5558\,98.5931 3.5403\,98.5925 3.4979))"
MEX,Lic Benito Juarez Int'l,Cuauhtémoc,Mexico City,POINT(-99.1333 19.4333),"POLYGON((-99.1843 19.4078\,-99.1712 19.4035\,-99.1704 19.3998\,-99.1567 19.404\,-99.1311 19.4031\,-99.1257 19.4043\,-99.1282 19.4138\,-99.123 19.4425\,-99.1259 19.4478\,-99.1222 19.4598\,-99.1339 19.465\,-99.1416 19.4656\,-99.1504 19.463\,-99.1593 19.4636\,-99.1631 19.4589\,-99.1656 19.4437\,-99.1776 19.4236\,-99.1751 19.423\,-99.1843 19.4078))"
MFM,Macau Int'l,香洲区,Zhuhai,POINT(113.5678 22.2769),"POLYGON((113.4086 22.2068\,113.4614 22.0785\,113.5281 21.9962\,113.5801 21.7847\,114.0435 21.7834\,114.1667 21.8471\,114.3889 22.0642\,114.236 22.1485\,113.8966 22.1425\,113.8324 22.1838\,113.8172 22.2173\,113.8526 22.2876\,113.791 22.3202\,113.7492 22.4562\,113.6808 22.4858\,113.6248 22.4806\,113.5685 22.415\,113.4893 22.4111\,113.4848 22.3444\,113.4983 22.3286\,113.4644 22.3125\,113.5079 22.2543\,113.4766 22.2453\,113.4812 22.2298\,113.4086 22.2068)\,(113.5282 22.1822\,113.5444 22.217\,113.6052 22.2041\,113.6301 22.1656\,113.6301 22.1089\,113.6102 22.0767\,113.571 22.0767\,113.571 22.0988\,113.5496 22.1089\,113.5496 22.1454\,113.5282 22.1822)\,(113.5408 22.1241\,113.5474 22.1361\,113.5466 22.1206\,113.5408 22.1241))"
MGA,Augusto Cesar Sandino Int'l,Managua (Municipio),Managua,POINT(-86.2738 12.1544),"POLYGON((-86.3919 12.1025\,-86.3573 12.0608\,-86.3144 12.0756\,-86.2974 12.0458\,-86.2719 12.04\,-86.2722 12.0212\,-86.2517 12.0237\,-86.1451 12.0987\,-86.1257 12.1412\,-86.1968 12.2243\,-86.3229 12.1669\,-86.3157 12.1317\,-86.3276 12.1173\,-86.3919 12.1025))"
MGQ,Aden Adde Int'l,Banaadir بنادر,Mogadishu,POINT(45.3419 2.0392),"POLYGON((45.23 2.0186\,45.2301 1.9757\,45.3178 1.7869\,45.551 1.9196\,45.4329 2.0997\,45.3699 2.0998\,45.3017 2.0547\,45.2865 2.0993\,45.2569 2.0913\,45.2507 2.0689\,45.2829 2.0443\,45.23 2.0186))"
MHD,Mashhad,منطقه ۱,Mashhad,POINT(59.6 36.3),"POLYGON((59.5406 36.3151\,59.5632 36.3001\,59.5571 36.2872\,59.5597 36.2835\,59.5636 36.2833\,59.6059 36.298\,59.5779 36.3236\,59.5435 36.3262\,59.5406 36.3151))"
MHT,Manchester-Boston Reg.,Nashua,Nashua,POINT(-71.491 42.7491),"POLYGON((-71.5614 42.789\,-71.5249 42.7717\,-71.5424 42.7028\,-71.4323 42.6999\,-71.4399 42.7565\,-71.4683 42.8005\,-71.4775 42.7908\,-71.4953 42.8054\,-71.5437 42.8058\,-71.5614 42.789))"
